     1	     1	UsedFor	kiss	young person in love	1.5849625007211563
     2	     2	Causes	sate your hunger	feel full	2.0
     3	     3	AtLocation	wiener dog	grocery store	2.584962500721156
     4	     4	CapableOf	learn	take time	2.0
     5	     5	AtLocation	condiment	pantry	2.0
     6	     6	HasProperty	steal	hard	1.5849625007211563
     7	     7	AtLocation	rake	garage	1.5849625007211563
     8	     8	IsA	computer program	program	2.321928094887362
     9	     9	CapableOf	toilet	smell bad	2.0
    10	    10	HasSubevent	watch television show	sit on sofa	2.584962500721156
    11	    11	AtLocation	body	coffin	3.4594316186372978
    12	    12	IsA	this	horseshow	1.5849625007211563
    13	    13	IsA	this	live room scene with furniture	1.5849625007211563
    14	    14	HasA	mankind	always observe star	1.5849625007211563
    15	    15	CapableOf	hippy	wear peace symbol	1.5849625007211563
    16	    16	Causes	drive your car	accident	2.807354922057604
    17	    17	HasSubevent	examine thing	work	2.0
    18	    18	UsedFor	pay cash	buy cheap item	2.321928094887362
    19	    19	HasPrerequisite	give gift	be generous	2.0
    20	    20	MotivatedByGoal	eat hearty meal	you be hungry	1.5849625007211563
    21	    21	UsedFor	leave line	impatient person	2.584962500721156
    22	    22	AtLocation	lecture theatre	college	1.5849625007211563
    23	    23	UsedFor	go to work	earn live	2.321928094887362
    24	    24	HasFirstSubevent	become scuba diver	learn to use gear	2.321928094887362
    25	    25	AtLocation	park lot	city	3.4594316186372978
    26	    26	Causes	maintain good health	happiness	2.584962500721156
    27	    27	PartOf	saint paul	twin city	1.5849625007211563
    28	    28	NotDesires	person	run in her hose	1.5849625007211563
    29	    29	HasProperty	boy and girl	different	1.5849625007211563
    30	    30	CapableOf	beam	shore tunnel	1.5849625007211563
    31	    31	HasPrerequisite	sit down	something to sit on	2.321928094887362
    32	    32	AtLocation	goat	pet zoo	2.321928094887362
    33	    33	HasSubevent	electricity go out	no light come from this bulb	1.5849625007211563
    34	    34	AtLocation	squirrel	unite state	1.5849625007211563
    35	    35	Causes	read	you will be more intelligent	2.0
    36	    36	NotCapableOf	do	drive when intoxicate	1.5849625007211563
    37	    37	AtLocation	unused item	shelf	1.5849625007211563
    38	    38	UsedFor	belgium endive	garnish or salad	2.321928094887362
    39	    39	MadeOf	human beeings	water	2.0
    40	    40	MotivatedByGoal	read newspaper	know about state politics	2.0
    41	    41	UsedFor	listen to music	experience different culture	1.5849625007211563
    42	    42	UsedFor	pad	crash in	2.0
    43	    43	HasA	paint in museum	frame	1.5849625007211563
    44	    44	Desires	person	decorate their house	1.5849625007211563
    45	    45	UsedFor	transit card	fast travel	1.5849625007211563
    46	    46	IsA	food	neseccary to live	1.5849625007211563
    47	    47	PartOf	mother	family	1.5849625007211563
    48	    48	AtLocation	fox	wilderness of europe	2.321928094887362
    49	    49	UsedFor	buy hamburger	have small meal	2.321928094887362
    50	    50	ReceivesAction	emacs	close	2.0
    51	    51	IsA	science fiction	book	2.0
    52	    52	HasSubevent	read book	use your mind	1.5849625007211563
    53	    53	AtLocation	violin	orchestra	3.0
    54	    54	IsA	house	home	2.807354922057604
    55	    55	AtLocation	something	counter	3.0
    56	    56	UsedFor	instrument	play music	3.0
    57	    57	AtLocation	paper	suitcase	2.584962500721156
    58	    58	HasSubevent	surprise someone	shock	2.321928094887362
    59	    59	MotivatedByGoal	stay fit	live long time	2.0
    60	    60	HasSubevent	fight war	load rifle	1.5849625007211563
    61	    61	HasA	venezuela	377 airport	1.5849625007211563
    62	    62	HasPrerequisite	type	have finger	3.0
    63	    63	HasFirstSubevent	want to do research	find relevant research	2.0
    64	    64	IsA	carbon	element	3.1699250014423126
    65	    65	HasPrerequisite	run	agility	2.0
    66	    66	HasProperty	his uniform	blue and white	1.5849625007211563
    67	    67	AtLocation	carpet	on floor	2.321928094887362
    68	    68	HasA	desert	amaze abundance of life	2.0
    69	    69	AtLocation	pigeon	park	3.1699250014423126
    70	    70	IsA	music	artform	1.5849625007211563
    71	    71	HasSubevent	walk	wear pedometer	2.0
    72	    72	HasProperty	sound	vital for survival	1.5849625007211563
    73	    73	NotCapableOf	predator	survive without plant	1.5849625007211563
    74	    74	HasSubevent	travel	stay in sleeper	2.0
    75	    75	ReceivesAction	bread	eat with gravy	1.5849625007211563
    76	    76	IsA	apple	first domesticate in ancient greece	1.5849625007211563
    77	    77	IsA	sign for law	weight balancer	1.5849625007211563
    78	    78	HasProperty	royal flush	very rare	2.0
    79	    79	PartOf	warm blood	mammal	2.0
    80	    80	IsA	harvest vegetable	often	1.5849625007211563
    81	    81	IsA	woman	wear sunglass	1.5849625007211563
    82	    82	Desires	engineer	build bridge	1.5849625007211563
    83	    83	CausesDesire	work out	sleep at night	2.0
    84	    84	ReceivesAction	computer file	store on floppy disk	1.5849625007211563
    85	    85	IsA	tweezer	grip small object	1.5849625007211563
    86	    86	HasSubevent	sate your hunger	eat food	2.584962500721156
    87	    87	IsA	floppy disk	magnetic storage device	2.0
    88	    88	UsedFor	blanket	keep yourself warm	1.5849625007211563
    89	    89	MadeOf	korean miso	bean	2.0
    90	    90	IsA	newspaper	often	1.5849625007211563
    91	    91	HasPrerequisite	wash clothe	have wash machine	2.0
    92	    92	IsA	kilogram	measure of weight	2.0
    93	    93	AtLocation	saloon	far west	1.5849625007211563
    94	    94	HasSubevent	look down	look at floor	1.5849625007211563
    95	    95	HasA	this hat	brim	1.5849625007211563
    96	    96	ReceivesAction	this boat	build for speed	1.5849625007211563
    97	    97	RelatedTo	fairy tale	robin hood	2.0
    98	    98	AtLocation	something	basement	2.584962500721156
    99	    99	Causes	ride bike	defiance of gravity	2.321928094887362
   100	   100	HasPrerequisite	tickle	use your finger	3.1699250014423126
   101	   101	CapableOf	bird	sing song	3.1699250014423126
   102	   102	DefinedAs	purple bean	villosa perpurpurea	1.5849625007211563
   103	   103	ReceivesAction	catch mumps require	expose to paramyxovirus	1.5849625007211563
   104	   104	ReceivesAction	small object	move by suction or wind	1.5849625007211563
   105	   105	CapableOf	explosion	be titalating	1.5849625007211563
   106	   106	IsA	psilocybin	drug	1.8073549220576042
   107	   107	ReceivesAction	denture	use in place of tooth	1.5849625007211563
   108	   108	HasProperty	person wear woollen glove when it	cold	1.5849625007211563
   109	   109	AtLocation	zit	ass	2.0
   110	   110	HasPrerequisite	surprise someone	not tell them of your plan	2.0
   111	   111	AtLocation	human	solar system	2.321928094887362
   112	   112	AtLocation	something	smithsonian	2.0
   113	   113	UsedFor	tell many person about something	gossip	2.321928094887362
   114	   114	HasFirstSubevent	use calculator	make sure it be on	1.5849625007211563
   115	   115	IsA	forklift	machine	2.321928094887362
   116	   116	UsedFor	dollar bill	pay for thing	2.0
   117	   117	IsA	space station	big than fork	1.5849625007211563
   118	   118	AtLocation	chess pawn	strategic move	2.321928094887362
   119	   119	HasSubevent	buy product	lose money	1.5849625007211563
   120	   120	Desires	person	get lay	3.0
   121	   121	AtLocation	sofa hide bed	livingrooms	2.0
   122	   122	MadeOf	game piece	wood	2.0
   123	   123	Causes	remember something	nostalgia	2.321928094887362
   124	   124	Causes	eat	your stomach be full	2.0
   125	   125	UsedFor	man	for make you feel good	2.0
   126	   126	DefinedAs	alp	mountain	1.5849625007211563
   127	   127	PartOf	arenac county	michigan	2.0
   128	   128	Causes	work in room with smoker	breathe second hand smoke	1.5849625007211563
   129	   129	HasA	city	large build	1.5849625007211563
   130	   130	CreatedBy	psychology	psychologist	2.0
   131	   131	UsedFor	get some money from someone	get pay	2.321928094887362
   132	   132	HasSubevent	talk	use your face muscle	1.5849625007211563
   133	   133	AtLocation	great lake	in michigan	2.0
   134	   134	CapableOf	pilot	crash	1.5849625007211563
   135	   135	IsA	this	fine instrument	1.5849625007211563
   136	   136	CapableOf	philanthropist	offer help	1.5849625007211563
   137	   137	IsA	basketball	form of exercise	2.0
   138	   138	Desires	person	drink all kind of different coffee	1.5849625007211563
   139	   139	IsA	good cup of coffee	on of life small pleasure	1.5849625007211563
   140	   140	Causes	math	understand it	2.0
   141	   141	UsedFor	calendar pad	find out date	2.584962500721156
   142	   142	HasPrerequisite	use vcr	turn it on	3.3219280948873626
   143	   143	UsedFor	bass drum	produce beat	2.321928094887362
   144	   144	AtLocation	paperclip	desk drawer	2.321928094887362
   145	   145	AtLocation	apple tree in	back yard	2.584962500721156
   146	   146	CapableOf	if your hair be messy you	comb it	1.5849625007211563
   147	   147	IsA	capital of finland	helsinki	1.5849625007211563
   148	   148	HasProperty	train	cool	1.5849625007211563
   149	   149	AtLocation	pollution	car show	2.0
   150	   150	IsA	yemen	country	2.4594316186372973
   151	   151	MadeOf	muffin	flour	2.321928094887362
   152	   152	HasA	horse	be domesticate	1.5849625007211563
   153	   153	UsedFor	eraser	fix mistake	3.0
   154	   154	HasProperty	game teach you to	agile	1.5849625007211563
   155	   155	HasProperty	some steam locomotive	still in work condition	1.5849625007211563
   156	   156	MotivatedByGoal	earn live	food	2.321928094887362
   157	   157	AtLocation	spank paddle	school	1.5849625007211563
   158	   158	IsA	god	dead you know	1.5849625007211563
   159	   159	IsA	rhetoric	communication	2.0
   160	   160	HasA	pitcairn island	none airport	1.5849625007211563
   161	   161	PartOf	pit	plum	2.321928094887362
   162	   162	AtLocation	suburban shop mall	unite state	2.807354922057604
   163	   163	UsedFor	go for haircut	have short hair	2.807354922057604
   164	   164	IsA	dollar	unit of money	2.321928094887362
   165	   165	AtLocation	juice	apartment	2.0
   166	   166	ReceivesAction	some person	bite by shark	1.5849625007211563
   167	   167	IsA	read	investment of your time	1.5849625007211563
   168	   168	IsA	polo	vigorus sport	1.5849625007211563
   169	   169	CapableOf	thing in room	be room temperature	1.5849625007211563
   170	   170	DefinedAs	ayumodoki	hymenophysa curta	1.5849625007211563
   171	   171	CapableOf	some person get	arouse by pain	1.5849625007211563
   172	   172	CausesDesire	self-motivation	do housework	1.5849625007211563
   173	   173	CausesDesire	high blood pressure	lose weight	1.5849625007211563
   174	   174	AtLocation	pamphlet	library	2.321928094887362
   175	   175	HasSubevent	cicada die	it leave behind hollow shell	1.5849625007211563
   176	   176	AtLocation	chef special	restaurant	2.321928094887362
   177	   177	HasProperty	gourmet food commonly	more expensive	1.5849625007211563
   178	   178	UsedFor	machine	make juice drink	2.0
   179	   179	Causes	awake	depression	2.584962500721156
   180	   180	HasPrerequisite	have haircut	go to hair salon	2.807354922057604
   181	   181	HasPrerequisite	go to market	drive	1.5849625007211563
   182	   182	IsA	this	saltwater fish	1.5849625007211563
   183	   183	AtLocation	wiener dog	couch	2.321928094887362
   184	   184	CapableOf	run office	take alot of work	1.5849625007211563
   185	   185	IsA	seven on first roll	winner	1.5849625007211563
   186	   186	UsedFor	hairdressing salon	more gossip	2.321928094887362
   187	   187	IsA	red ball	move away from me	1.5849625007211563
   188	   188	UsedFor	string bass	play music on	2.321928094887362
   189	   189	IsA	pebble	small than boulder	1.5849625007211563
   190	   190	CapableOf	something	topple over	2.584962500721156
   191	   191	HasPrerequisite	run	leg	3.3219280948873626
   192	   192	AtLocation	ticket box	station	1.5849625007211563
   193	   193	CausesDesire	study	get good grade	2.0
   194	   194	UsedFor	write instrument	express concept	2.321928094887362
   195	   195	HasPrerequisite	stop your car	depress brake pedal	3.0
   196	   196	ReceivesAction	light	see	1.5849625007211563
   197	   197	AtLocation	ball	toy store	2.584962500721156
   198	   198	HasSubevent	get something	be please	1.5849625007211563
   199	   199	MotivatedByGoal	read newspaper	find bargain in classified	2.0
   200	   200	HasA	comb	dozen or hundred of tooth	1.5849625007211563
   201	   201	Causes	take shower	water bill	2.0
   202	   202	UsedFor	vegetable garden	grow food for winter	2.321928094887362
   203	   203	AtLocation	water	snowflake	2.321928094887362
   204	   204	ReceivesAction	these be fruit that	bunch up	1.5849625007211563
   205	   205	DefinedAs	sao miguel bullfinch	pyrrhula pyrrhula murina	1.5849625007211563
   206	   206	AtLocation	bavarian	in bavaria	2.0
   207	   207	ReceivesAction	this plane	find in war	1.5849625007211563
   208	   208	IsA	gun	often	2.0
   209	   209	AtLocation	sloth	alabama	1.5849625007211563
   210	   210	MotivatedByGoal	paint house	paint have peel off	2.321928094887362
   211	   211	HasProperty	bridge	very long	1.5849625007211563
   212	   212	HasSubevent	be in charge of project	manage	2.807354922057604
   213	   213	NotCapableOf	you	park next to red curb	1.5849625007211563
   214	   214	CapableOf	you	say anything	2.0
   215	   215	CapableOf	cup	hold coffee	2.0
   216	   216	HasFirstSubevent	weed garden	find glove	2.321928094887362
   217	   217	AtLocation	kosher deli	new york city	3.0
   218	   218	HasSubevent	get fit	run	3.1699250014423126
   219	   219	HasSubevent	buy something for love one	pay for it	2.321928094887362
   220	   220	IsA	sexless marriage	cry shame	2.0
   221	   221	AtLocation	no penquins	alaska	1.5849625007211563
   222	   222	AtLocation	jet fuel	airliner fuel tank	1.5849625007211563
   223	   223	IsA	eagle	emblem of unite state	2.321928094887362
   224	   224	ReceivesAction	these be item that might	find on desk	1.5849625007211563
   225	   225	UsedFor	write instrument	draw picture	2.807354922057604
   226	   226	MotivatedByGoal	beat egg	bake cake	1.5849625007211563
   227	   227	PartOf	phrygia	flower	2.0
   228	   228	HasA	game	begin and end	2.0
